RAGGIO,X,Y
0.205604646760,-0.205604646760,-0.767326987979
0.205604646760,0.205604646760,-0.767326987979
0.205604646760,-0.561722341219,-0.561722341219
0.205604646760,0.561722341219,-0.561722341219
0.205604646760,-0.205604646760,-0.356117694460
0.205604646760,0.205604646760,-0.356117694460
0.205604646760,-0.767326987979,-0.205604646760
0.205604646760,0.767326987979,-0.205604646760
0.205604646760,-0.411209293519,0.000000000000
0.205604646760,0.411209293519,0.000000000000
0.205604646760,-0.767326987979,0.205604646760
0.205604646760,0.767326987979,0.205604646760
0.205604646760,-0.205604646760,0.356117694460
0.205604646760,0.205604646760,0.356117694460
0.205604646760,-0.561722341219,0.561722341219
0.205604646760,0.561722341219,0.561722341219
0.205604646760,-0.205604646760,0.767326987979
0.205604646760,0.205604646760,0.767326987979
